[2026-08-05T15:52:32.791Z] GET http://localhost:5174/src/game/rules/elements.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.791Z] GET http://localhost:5174/src/data/enemies.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.791Z] GET http://localhost:5174/src/data/mages.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.794Z] GET http://localhost:5174/art/title-hero.png → 200 (?ms, ?B)
[2026-08-05T15:52:32.794Z] GET http://localhost:5174/art/logo-wordmark.png → 200 (?ms, 80207B)
[2026-08-05T15:53:55.925Z] GET http://localhost:5174/src/ui/screens/Title.tsx?t=1785945235923 → 200 (17ms, 19554B)
[2026-08-05T15:54:02.492Z] GET http://localhost:5174/src/ui/screens/Title.tsx?t=1785945242491 → 200 (20ms, 19515B)
[2026-08-05T15:54:07.694Z] GET http://localhost:5174/src/ui/screens/Title.tsx?t=1785945247693 → 200 (11ms, 19476B)
[2026-08-05T15:54:25.729Z] GET http://localhost:5174/ → 200 (3ms, 603B)
[2026-08-05T15:54:25.734Z] GET http://localhost:5174/@vite/client → 200 (4ms, ?B)
[2026-08-05T15:54:25.734Z] GET http://localhost:5174/src/main.tsx?t=1785945247693 → 200 (2ms, 2353B)
[2026-08-05T15:54:25.735Z] GET http://localhost:5174/@react-refresh → 200 (4ms, ?B)
[2026-08-05T15:54:25.737Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:54:25.737Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=09d1437f → 200 (?ms, -306B)
[2026-08-05T15:54:25.737Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=09d1437f → 200 (?ms, -313B)
[2026-08-05T15:54:25.738Z] GET http://localhost:5174/src/ui/App.tsx?t=1785945247693 → 200 (1ms, 16501B)
[2026-08-05T15:54:25.738Z] GET http://localhost:5174/src/index.css?t=1785944963206 → 200 (1ms, ?B)
[2026-08-05T15:54:25.738Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-3U7W557A.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:54:25.738Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-37GHHMFT.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:54:25.738Z] GET http://localhost:5174/node_modules/.pnpm/vite@6.4.3/node_modules/vite/dist/client/env.mjs → 200 (8ms, ?B)
[2026-08-05T15:54:25.745Z] GET http://localhost:5174/src/data/index.ts → 200 (2ms, ?B)
[2026-08-05T15:54:25.745Z] GET http://localhost:5174/src/state/integration.ts → 200 (3ms, ?B)
[2026-08-05T15:54:25.745Z] GET http://localhost:5174/src/state/store.ts → 200 (3ms, ?B)
[2026-08-05T15:54:25.745Z] GET http://localhost:5174/src/ui/screens/Battle.tsx?t=1785944925634 → 200 (4ms, ?B)
[2026-08-05T15:54:25.745Z] GET http://localhost:5174/src/ui/screens/MageInfo.tsx → 200 (5ms, ?B)
